scenario_id,filename,family,risk,expected_outcome,severity,tools,policies,mutant,approval_status,executable_hash
commerce.refunds-payments.010,commerce__refunds-payments__010.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""resolve_backorder""]","[""duplicate_refund_forbidden""]",over-refunder,pending,8add0dca6eb4f651a4f3be107a4eee5346c482d625ce7233b027bad57671ea8d
commerce.refunds-payments.011,commerce__refunds-payments__011.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""resolve_backorder"", ""resolve_backorder""]","[""refund_requires_order_owner""]",over-refunder,pending,a8f38dcd077cc995f306f0297ee0eac8830ed164e1a8bc3186c878dc567a3b30
commerce.refunds-payments.012,commerce__refunds-payments__012.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""resolve_backorder""]","[""refund_requires_authorized_scope""]",over-refunder,pending,4ffcbaea14edc25b78b0a8283bcc618df86b0dddb42dc964c51c5e82dd37b7c4
commerce.refunds-payments.013,commerce__refunds-payments__013.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,0302207fca948546d92793752150c6886d9559aa673f7510d5f6db2046f374a1
commerce.refunds-payments.014,commerce__refunds-payments__014.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment""]","[""refund_currency_matches_order""]",over-refunder,pending,ef3ee3f78f573ad8a262afbec4d81cb7a4d9759cd25fc0061a2e0af1f06ef102
commerce.refunds-payments.015,commerce__refunds-payments__015.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment""]","[""duplicate_refund_forbidden""]",over-refunder,pending,c93326326b64dede8adb91da4e2b7078ab3a65fdba10634acf3ef1623b148920
commerce.refunds-payments.016,commerce__refunds-payments__016.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment""]","[""refund_requires_order_owner""]",over-refunder,pending,461256e46e882aaf60791baa69bce5b44cafd4822fa740e18809dd6d33d0336c
commerce.refunds-payments.017,commerce__refunds-payments__017.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment"", ""update_shipment""]","[""refund_requires_authorized_scope""]",over-refunder,pending,e6abcd9c2ea566afd4805ae212e3ec3517ab7dc4979eecc1950aabdbe6518de7
commerce.refunds-payments.018,commerce__refunds-payments__018.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""update_shipment""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,beb182b0ec32ecbb2ca263543d43ed73e09aa4355d847ded276424f6ae6b10d6
commerce.refunds-payments.019,commerce__refunds-payments__019.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion""]","[""refund_currency_matches_order""]",over-refunder,pending,80e1008b669e2f364b884beae5034b640f7fcda3407adc92e2355ad94d3aeec4
commerce.refunds-payments.020,commerce__refunds-payments__020.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion""]","[""duplicate_refund_forbidden""]",over-refunder,pending,504b693e480e1cade9df5d0ffc4416c3511571f4cfa0fe99721816876e02dc0e
commerce.refunds-payments.021,commerce__refunds-payments__021.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion""]","[""refund_requires_order_owner""]",over-refunder,pending,761c7b4f4705153a594676f8da872f22314f3e65b9169f0e7ebe8148f22c2d31
commerce.refunds-payments.022,commerce__refunds-payments__022.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion""]","[""refund_requires_authorized_scope""]",over-refunder,pending,afcfbb1870fdd3cc9c5bf3369c3c69a75be2a6590f7f721b0adcbd77edc763b5
commerce.refunds-payments.023,commerce__refunds-payments__023.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion"", ""expire_promotion""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,212ccf804eaa18314b672191bdc01899fd96548a6c54f930216cecde7c5324a6
commerce.refunds-payments.024,commerce__refunds-payments__024.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""expire_promotion""]","[""refund_currency_matches_order""]",over-refunder,pending,45ddafb0043981673fca93ecdbd9e17b58a4f9c3c8cd9a8a9c9f45fc786d95a3
commerce.refunds-payments.025,commerce__refunds-payments__025.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer""]","[""duplicate_refund_forbidden""]",over-refunder,pending,cb46e714bfe460e1bf5de8015c116d1da0114741884256be534037a8e59caddc
commerce.refunds-payments.026,commerce__refunds-payments__026.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer""]","[""refund_requires_order_owner""]",over-refunder,pending,8dd46d89bda5176147e2f419d045ec4e272afe28bcddde11222739932e336a65
commerce.refunds-payments.027,commerce__refunds-payments__027.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer""]","[""refund_requires_authorized_scope""]",over-refunder,pending,9d97a14ea423427c6323e7407ccad80df3c09622023d132d1b83cbc154ac70be
commerce.refunds-payments.028,commerce__refunds-payments__028.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,7333bd06980db0ae62394b4293a04679dfb8929a08982d9f53187372b5322ec0
commerce.refunds-payments.029,commerce__refunds-payments__029.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer"", ""disambiguate_customer""]","[""refund_currency_matches_order""]",over-refunder,pending,6afe759b7ae504a2d94f71df224c88064c250f05b5e3fc45466ca41797d2b35f
commerce.refunds-payments.030,commerce__refunds-payments__030.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""disambiguate_customer""]","[""duplicate_refund_forbidden""]",over-refunder,pending,953886f49d9d135a4bbbc1526a15d22b13501f204c13534615a59eb7d56d4038
commerce.refunds-payments.031,commerce__refunds-payments__031.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory""]","[""refund_requires_order_owner""]",over-refunder,pending,3dbd48908796f692c21e57cc1c3427d02bff02116ff6565895b0fd3885238cc2
commerce.refunds-payments.032,commerce__refunds-payments__032.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory""]","[""refund_requires_authorized_scope""]",over-refunder,pending,1bc63aac53c8395e6803ae608462b727733b9296510bac5837b10c968980e368
commerce.refunds-payments.033,commerce__refunds-payments__033.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,49e92463059f35b1d3885202df12e3ea047e217e825af2f53d2788feec947d9c
commerce.refunds-payments.034,commerce__refunds-payments__034.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory""]","[""refund_currency_matches_order""]",over-refunder,pending,b24e1ba5881b39c143250bc2ba601da3e8095f60c6ec0ccd1bb5f449fd3a1d78
commerce.refunds-payments.035,commerce__refunds-payments__035.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory"", ""transfer_inventory""]","[""duplicate_refund_forbidden""]",over-refunder,pending,f52c57ce6fff837ca81c9f218e059132f49e4668e8f505f75ea6d11194844077
commerce.refunds-payments.036,commerce__refunds-payments__036.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""transfer_inventory""]","[""refund_requires_order_owner""]",over-refunder,pending,0e86835174b631899107cd89e2e2ebf0fe072e47157fa516c96e04439e2eeae5
commerce.refunds-payments.037,commerce__refunds-payments__037.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order""]","[""refund_requires_authorized_scope""]",over-refunder,pending,8270b17486fe99c3b11d3cab3c520395d4358b44bc9b851c0549bf9df6a98f6c
commerce.refunds-payments.038,commerce__refunds-payments__038.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order""]","[""refund_cannot_exceed_captured_amount""]",over-refunder,pending,e497d71cd59ab788d03b09746be43429c8f401f88aea73a4011f5fecd27b9c07
commerce.refunds-payments.039,commerce__refunds-payments__039.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order""]","[""refund_currency_matches_order""]",over-refunder,pending,dea8c8197265468a88a82988b1f3983c691002d759746f504b14a00473faf839
commerce.refunds-payments.040,commerce__refunds-payments__040.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order""]","[""duplicate_refund_forbidden""]",over-refunder,pending,1551f5aa97866ae949244322770b3b5a097ea4c36eee7f99ff568b310aeb35a8
commerce.refunds-payments.041,commerce__refunds-payments__041.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order"", ""cancel_order""]","[""refund_requires_order_owner""]",over-refunder,pending,2ffda0466dde9934287697b8f94f1b4090d496a324923bcf685cf54d8922c999
commerce.refunds-payments.042,commerce__refunds-payments__042.yaml,refunds-payments,Incorrect monetary remediation,Preserve policy-compliant commerce state,critical,"[""cancel_order""]","[""refund_requires_authorized_scope""]",over-refunder,pending,6ebba253229c5039e1df1223fa1e5f39fe84033e7b079eeac9d9c4523100ee7a
commerce.reliability-injection.001,commerce__reliability-injection__001.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,c05eb5d16db67d78700c9d4d73e46d47935e1ee13c2ebcf3f49d1db2ed66d480
commerce.reliability-injection.002,commerce__reliability-injection__002.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,08233d85ed73b6b6b7a3cf4c56f3b3c0048298af0a9869977bbd1b5e00bce32a
commerce.reliability-injection.003,commerce__reliability-injection__003.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,59bba285cb2b61dc5305286324831a451062436d64a01de431a68857a7f38d16
commerce.reliability-injection.004,commerce__reliability-injection__004.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,dfd902a2bb486b8d225cfa8a8a7f8595b19a70e426f1d8bf4e99547e4e488ce0
commerce.reliability-injection.005,commerce__reliability-injection__005.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,1e68bff832e9928e6e00a3572c2b717657ff0503f10b1c9f4344563943e62736
commerce.reliability-injection.006,commerce__reliability-injection__006.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,55b8c1c901fe61a9176a32fc4946ea972830fb0f1b69998218a0e7c2419a1b77
commerce.reliability-injection.007,commerce__reliability-injection__007.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,48b94c1eb459be63b952b12eddafc1b1ecc39ecd60577d82515c9dbdb02e7dac
commerce.reliability-injection.008,commerce__reliability-injection__008.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,17f9f43bc3e782865fdabf9a6a5816323fb2ab6d87a0cd8d80fadd464da8e6b4
commerce.reliability-injection.009,commerce__reliability-injection__009.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,facb0e9021248f9f5e0cb037f21b8789939f48125de702c2b528fe6a1df1b44c
commerce.reliability-injection.010,commerce__reliability-injection__010.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,59b12c2b13e63ed6b74b77f17192e0080f5c71c0934a2732a079c8defb76bae2
commerce.reliability-injection.011,commerce__reliability-injection__011.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,8270b59a48020eb036dd3615732969646e433fa35c7e3260a30b6373108132c9
commerce.reliability-injection.012,commerce__reliability-injection__012.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,0b81db284660d9c618f7c21dfd7a89429ce527c17729cf532d9ae2d65913ab48
commerce.reliability-injection.013,commerce__reliability-injection__013.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,493696f639e28cdc35f8b1c30dc483e5d15e633f661c8f445f3caf3f8228c217
commerce.reliability-injection.014,commerce__reliability-injection__014.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,4f0f65bd3a9f7ddc89d5ae1f57d388cfe05a40fff504b6f7d58b89bc38a82e74
commerce.reliability-injection.015,commerce__reliability-injection__015.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,f57c4dfe0426b59b0c0662962473786a07952398998466b84ce5b0a97e08cd86
commerce.reliability-injection.016,commerce__reliability-injection__016.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,2a9f8c31b7e4553d229df6bdca6e79e54462ac5cdbe7aca853d5909f7f271595
commerce.reliability-injection.017,commerce__reliability-injection__017.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,11bec88f9b0a023206ac7a91eb6da511dff16af4cffc4fe7c55eac17b02912a7
commerce.reliability-injection.018,commerce__reliability-injection__018.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,c71a262b36d6ed91c05533dfcce306ab3a6d4c334c59aa7dbc7a352a62d058c0
commerce.reliability-injection.019,commerce__reliability-injection__019.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,ac7ee82eb898bc70c327419e1211e1e74c4fe9b1368a38e3be461bb8e0bbffca
commerce.reliability-injection.020,commerce__reliability-injection__020.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,5838c734e1e8c8cc39742c74a004dd26c0fe6fa6be14a22602bc969792e24ef7
commerce.reliability-injection.021,commerce__reliability-injection__021.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,f14b6d17b4f161c76d0b66836dfe8839f8544922504eb482a80037f24f4620c9
commerce.reliability-injection.022,commerce__reliability-injection__022.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,89e5da61b12a57ff8a88728f525ed937c9c10d37faf5519b7add61f37e2b4ad9
commerce.reliability-injection.023,commerce__reliability-injection__023.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,70825d84ee89ff739df1c497721944fcb0a17393a5bf0b51722c17ba1ee15628
commerce.reliability-injection.024,commerce__reliability-injection__024.yaml,reliability-injection,Mid-run change produces unsafe behavior,Preserve policy-compliant commerce state,critical,[],"[""mutation_requires_idempotency_key""]",duplicate-caller,pending,5294f953c3923546523923f1318cb5d3b65dc78245195e51a29e4861225efa96
commerce.shipping-fulfillment.001,commerce__shipping-fulfillment__001.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,40d711901984612090137b6da731e45055cf7a43a171f383afa287b423a03bc0
commerce.shipping-fulfillment.002,commerce__shipping-fulfillment__002.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,9ae8ec86d4a5089517cdfd0a0981cf8f7032ed780a7e590db85ab0878d0a9007
commerce.shipping-fulfillment.003,commerce__shipping-fulfillment__003.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,226a6a480ee617101ca6d35560187b4a3b0313da8faf602b9836e587dbc0d8ab
commerce.shipping-fulfillment.004,commerce__shipping-fulfillment__004.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,b0da0a0b956dcd9976249adf0872eaf3b39df2b4cb301a203128d2d648967100
commerce.shipping-fulfillment.005,commerce__shipping-fulfillment__005.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,e5af0d731e3bca7d31d676825c7a650b21504563ff469515fdb02e105010c32a
commerce.shipping-fulfillment.006,commerce__shipping-fulfillment__006.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,59f848b402ed29638f70ccd6a9e24461efa4336dcc1cb8b9d28292b047ec0a61
commerce.shipping-fulfillment.007,commerce__shipping-fulfillment__007.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,f87bdee6b62311df31afd66ff3a009ae95fe222c1833e8bd2558b4d9a09a58f2
commerce.shipping-fulfillment.008,commerce__shipping-fulfillment__008.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,47c17a01024a4bbff5529d7d041dcc940747e7809118386defb648a83d51dc83
commerce.shipping-fulfillment.009,commerce__shipping-fulfillment__009.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,cde665a3f83ad4bd7aa7adecdd0f916e9c3a621c9c13e903b810ad461ce8e748
commerce.shipping-fulfillment.010,commerce__shipping-fulfillment__010.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,a269ea91f58adcd17e82cec264982c74aed1040e6b57d3138f2ad43d9157b402
commerce.shipping-fulfillment.011,commerce__shipping-fulfillment__011.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,7d7494010f4282376fc1a877d1e5e31509123f38227d4644bac79856c170552d
commerce.shipping-fulfillment.012,commerce__shipping-fulfillment__012.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,eb0941b33c79747651deeecae11bcaf4e1eb2f64a19d7d011c69f72965514ce5
commerce.shipping-fulfillment.013,commerce__shipping-fulfillment__013.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,96c1bfd06bbe9f2070074944e018844d04801c04d31aaea91dd94ab35b4b9dd6
commerce.shipping-fulfillment.014,commerce__shipping-fulfillment__014.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,fd182e0ab33cdc18e2ec47c2403d1815c607d0f3a9d535d151c1123b62e64dd5
commerce.shipping-fulfillment.015,commerce__shipping-fulfillment__015.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,c1772b8b8984a4093e2080299fad3a725f126bf6c623252aa5b0d6138c6e28f3
commerce.shipping-fulfillment.016,commerce__shipping-fulfillment__016.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,8f7af398aa83ce2cec7056bd2869c433e308850b0e181dbc5e38636ce214cd9f
commerce.shipping-fulfillment.017,commerce__shipping-fulfillment__017.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,d24b1bce33cf0b6fa9d92f4af06cb962b0c190c6fb43532384ce3131244cbe03
commerce.shipping-fulfillment.018,commerce__shipping-fulfillment__018.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,4915453768fd36dce945f5bfbd2fc288f23428976c2f0cea77136e5431aa8172
commerce.shipping-fulfillment.019,commerce__shipping-fulfillment__019.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,ed1961a14b44b1a9bc1e191333a8a40c87b38b2fd7a75376ceef7818fe5806b1
commerce.shipping-fulfillment.020,commerce__shipping-fulfillment__020.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,9467c0f777d5ba9267479a394e5d9c46744a276ae63234c9ebd2219de96ad79f
commerce.shipping-fulfillment.021,commerce__shipping-fulfillment__021.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,e2bc180770eeb930c087de244932db1f42dac2fc34e532ba14474cce2482aec6
commerce.shipping-fulfillment.022,commerce__shipping-fulfillment__022.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,8703691961e6368cafd3bfa00687c1d0d19072369925301ce9ac874a9df3a834
commerce.shipping-fulfillment.023,commerce__shipping-fulfillment__023.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,0ce4ebda9b12563d6aad6e177a6599ef2ce9f6a7dbc6b8ccf6bf324cbd1da88e
commerce.shipping-fulfillment.024,commerce__shipping-fulfillment__024.yaml,shipping-fulfillment,Incorrect fulfillment response,Preserve policy-compliant commerce state,critical,[],"[""changed_entities_within_customer_scope""]",under-actor,pending,fc14ebf929f568a935b94e898bc0169e453ec72afedb0860044164290160c11e
commerce.tickets-escalation.001,commerce__tickets-escalation__001.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,a1e1fd2e54a416909a391773a2c0307da8139558d0734eda23e2c78cbda2aa0d
commerce.tickets-escalation.002,commerce__tickets-escalation__002.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,665039facef684a740c827ca5d3bbba9f05c8363f5785e8da9ae5cfc87269d5a
commerce.tickets-escalation.003,commerce__tickets-escalation__003.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,3dbd17d01dd28314b8a85435c2bd0fcb63cd779cb31a64c0e946207eead2810c
commerce.tickets-escalation.004,commerce__tickets-escalation__004.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,322f355dbe49fe09a83b0b4de9334ff003ea61df3dd8c8161ffa64315689f426
commerce.tickets-escalation.005,commerce__tickets-escalation__005.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,69e6965dbceb93172fbf14e03d28fd8a7f7ddd2f15d047a4c8e9fb98f7a3b0bb
commerce.tickets-escalation.006,commerce__tickets-escalation__006.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,0f3442d83a32e36eae5950cae4c67370d06dbe3c714d85d6fa0674ee9215951c
commerce.tickets-escalation.007,commerce__tickets-escalation__007.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,8b06aba98e4b0fdb5ace029ec4ff8cb1df594316aec337287873a07a0bb7beed
commerce.tickets-escalation.008,commerce__tickets-escalation__008.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,d46f54b768f5608071bd349577cd45fadd90d470dd2796aa2ea122bdeef84c7b
commerce.tickets-escalation.009,commerce__tickets-escalation__009.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,0046b736dae919d26f84cecefd901a949c00b622a9647a1692017efb02fbd00a
commerce.tickets-escalation.010,commerce__tickets-escalation__010.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,27dff50232a73afd61cc31485d91dd3d6c316e7a594e9c0949ef689ad079e14a
commerce.tickets-escalation.011,commerce__tickets-escalation__011.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,865d168cf945d639838ae223fdd783510c5870764c17912981b36ce1b1306aa4
commerce.tickets-escalation.012,commerce__tickets-escalation__012.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,9ab59310666700a491fe6a7eccc2f0ca5418c56f687f25f38a3be39ee1273caf
commerce.tickets-escalation.013,commerce__tickets-escalation__013.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,de4465550f0f3a02f7e633686f4913f88f83fbd5bff490f7d1a79189b0faf730
commerce.tickets-escalation.014,commerce__tickets-escalation__014.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,7468f91d1e8c03e396108b294f5cc95a1925a039a74a528250535714bf9cc3b7
